Table Name,Table Description,Column Name,Column Description,Data Element,Checktable,Datatype,Length,Decimals,Table Description Short,Column Description Short
EKKO,Purchasing Document Header,OTB_LEVEL,OTB Check Level,WRF_POTB_CHECK_LEVEL,,CHAR,1,0,Purchasing Document Header,otb_check_level
EKKO,Purchasing Document Header,OTB_COND_TYPE,OTB Condition Type,WRF_POTB_COND_TYPE,,CHAR,4,0,Purchasing Document Header,otb_condition_type
EKKO,Purchasing Document Header,KEY_ID,Unique Number of Budget,WRF_BUDG_KEY_ID,,NUMC,16,0,Purchasing Document Header,unique_number_of_budget
EKKO,Purchasing Document Header,OTB_VALUE,Required Budget,WRF_POTB_VALUE,,CURR,17,2,Purchasing Document Header,required_budget
EKKO,Purchasing Document Header,OTB_CURR,OTB Currency,WRF_POTB_CURRENCY,,CUKY,5,0,Purchasing Document Header,otb_currency
EKKO,Purchasing Document Header,OTB_RES_VALUE,Reserved Budget for OTB-Relevant Purchasing Document,WRF_POTB_RES_VALUE,,CURR,17,2,Purchasing Document Header,reserved_budget_for_otb_r
EKKO,Purchasing Document Header,OTB_SPEC_VALUE,Special Release Budget,WRF_POTB_SPECIAL_VALUE,,CURR,17,2,Purchasing Document Header,special_release_budget
EKKO,Purchasing Document Header,SPR_RSN_PROFILE,Reason Profile for OTB Special Release,WRF_POTB_SPR_RSN_PROFILE,,CHAR,4,0,Purchasing Document Header,reason_profile_for_otb_sp
EKKO,Purchasing Document Header,BUDG_TYPE,Budget Type,WRF_BUDG_TYPE,,CHAR,2,0,Purchasing Document Header,budget_type
EKKO,Purchasing Document Header,OTB_STATUS,OTB Check Status,WRF_POTB_STATUS,,CHAR,1,0,Purchasing Document Header,otb_check_status
EKKO,Purchasing Document Header,OTB_REASON,Reason Indicator for OTB Check Status,WRF_POTB_STATUS_REASON,,CHAR,3,0,Purchasing Document Header,reason_indicator_for_otb_
EKKO,Purchasing Document Header,CHECK_TYPE,Type of OTB Check,WRF_BUDG_OTB_CHECK,,CHAR,1,0,Purchasing Document Header,type_of_otb_check
EKKO,Purchasing Document Header,CON_OTB_REQ,OTB-Relevant Contract,WRF_POTB_CON_REQ,,CHAR,1,0,Purchasing Document Header,otb_relevant_contract
EKKO,Purchasing Document Header,CON_PREBOOK_LEV,OTB Indicator Level for Contracts,WRF_POTB_PREBOOK_LEVEL,,CHAR,1,0,Purchasing Document Header,otb_indicator_level_for_c
EKKO,Purchasing Document Header,CON_DISTR_LEV,Distribution Using Target Value or Item Data,WRF_POTB_DISTRIB_LEVEL,,CHAR,1,0,Purchasing Document Header,distribution_using_target
EKPA,Partner Roles in Purchasing,MANDT,Client,MANDT,T000,CLNT,3,0,Partner Roles in Purchasing,client
EKPA,Partner Roles in Purchasing,EBELN,Purchasing Document Number,EBELN,EKKO,CHAR,10,0,Partner Roles in Purchasing,purchasing_document_numbe
EKPA,Partner Roles in Purchasing,EBELP,Item Number of Purchasing Document,EBELP,EKPO,NUMC,5,0,Partner Roles in Purchasing,item_number_of_purchasing
EKPA,Partner Roles in Purchasing,EKORG,Purchasing Organization,EKORG,T024E,CHAR,4,0,Partner Roles in Purchasing,purchasing_organization
EKPA,Partner Roles in Purchasing,LTSNR,Vendor Subrange,LTSNR,WYT1,CHAR,6,0,Partner Roles in Purchasing,vendor_subrange
EKPA,Partner Roles in Purchasing,WERKS,Plant,WERKS_D,T001W,CHAR,4,0,Partner Roles in Purchasing,plant
EKPA,Partner Roles in Purchasing,PARVW,Partner Function,PARVW,TPAR,CHAR,2,0,Partner Roles in Purchasing,partner_function
EKPA,Partner Roles in Purchasing,PARZA,Partner counter,PARZA,,NUMC,3,0,Partner Roles in Purchasing,partner_counter
EKPA,Partner Roles in Purchasing,ERNAM,Name of Person who Created the Object,ERNAM,,CHAR,12,0,Partner Roles in Purchasing,name_of_person_who_create
EKPA,Partner Roles in Purchasing,ERDAT,Date on Which Record Was Created,ERDAT,,DATS,8,0,Partner Roles in Purchasing,date_on_which_record_was_
EKPA,Partner Roles in Purchasing,LIFN2,Reference to other vendor,LIFN2,LFA1,CHAR,10,0,Partner Roles in Purchasing,reference_to_other_vendor
EKPA,Partner Roles in Purchasing,DEFPA,Default Partner,DEFPA,,CHAR,1,0,Partner Roles in Purchasing,default_partner
EKPA,Partner Roles in Purchasing,HITYP,Hierarchy category: vendor hierarchy,HITYP_LH,,CHAR,1,0,Partner Roles in Purchasing,hierarchy_category_vendor
EKPA,Partner Roles in Purchasing,PARNR,Number of contact person,PARNR,,NUMC,10,0,Partner Roles in Purchasing,number_of_contact_person
EKPA,Partner Roles in Purchasing,PERNR,Personnel Number,PERNR_D,,NUMC,8,0,Partner Roles in Purchasing,personnel_number
EKPA,Partner Roles in Purchasing,PRFRE,"Indicator: ""relev. to price determination (vend. hierarchy)",PRFRE_LH,,CHAR,1,0,Partner Roles in Purchasing,"indicator_""relev_to_price"
EKPA,Partner Roles in Purchasing,BOLRE,Indicator: vendor subject to subseq. settlement accounting,BOLRE,,CHAR,1,0,Partner Roles in Purchasing,indicator_vendor_subject_
EKPA,Partner Roles in Purchasing,HISTUNR,Level number within hierarchy,HISTUNR,,NUMC,2,0,Partner Roles in Purchasing,level_number_within_hiera
EKPO,Purchasing Document Item,MANDT,Client,MANDT,T000,CLNT,3,0,Purchasing Document Item,client
EKPO,Purchasing Document Item,EBELN,Purchasing Document Number,EBELN,EKKO,CHAR,10,0,Purchasing Document Item,purchasing_document_numbe
EKPO,Purchasing Document Item,EBELP,Item Number of Purchasing Document,EBELP,,NUMC,5,0,Purchasing Document Item,item_number_of_purchasing
EKPO,Purchasing Document Item,LOEKZ,Deletion Indicator in Purchasing Document,ELOEK,,CHAR,1,0,Purchasing Document Item,deletion_indicator_in_pur
EKPO,Purchasing Document Item,STATU,RFQ status,ASTAT,,CHAR,1,0,Purchasing Document Item,rfq_status
EKPO,Purchasing Document Item,AEDAT,Purchasing Document Item Change Date,PAEDT,,DATS,8,0,Purchasing Document Item,purchasing_document_item_
EKPO,Purchasing Document Item,TXZ01,Short Text,TXZ01,,CHAR,40,0,Purchasing Document Item,short_text
EKPO,Purchasing Document Item,MATNR,Material Number,MATNR,MARA,CHAR,18,0,Purchasing Document Item,material_number
EKPO,Purchasing Document Item,EMATN,Material Number,EMATNR,MARA,CHAR,18,0,Purchasing Document Item,material_number
EKPO,Purchasing Document Item,BUKRS,Company Code,BUKRS,T001,CHAR,4,0,Purchasing Document Item,company_code
EKPO,Purchasing Document Item,WERKS,Plant,EWERK,T001W,CHAR,4,0,Purchasing Document Item,plant
EKPO,Purchasing Document Item,LGORT,Storage Location,LGORT_D,T001L,CHAR,4,0,Purchasing Document Item,storage_location
EKPO,Purchasing Document Item,BEDNR,Requirement Tracking Number,BEDNR,,CHAR,10,0,Purchasing Document Item,requirement_tracking_numb
EKPO,Purchasing Document Item,MATKL,Material Group,MATKL,T023,CHAR,9,0,Purchasing Document Item,material_group
EKPO,Purchasing Document Item,INFNR,Number of Purchasing Info Record,INFNR,EINA,CHAR,10,0,Purchasing Document Item,number_of_purchasing_info
EKPO,Purchasing Document Item,IDNLF,Material Number Used by Vendor,IDNLF,,CHAR,35,0,Purchasing Document Item,material_number_used_by_v
EKPO,Purchasing Document Item,KTMNG,Target Quantity,KTMNG,,QUAN,13,3,Purchasing Document Item,target_quantity
EKPO,Purchasing Document Item,MENGE,Purchase Order Quantity,BSTMG,,QUAN,13,3,Purchasing Document Item,purchase_order_quantity
EKPO,Purchasing Document Item,MEINS,Purchase Order Unit of Measure,BSTME,T006,UNIT,3,0,Purchasing Document Item,purchase_order_unit_of_me
EKPO,Purchasing Document Item,BPRME,Order Price Unit (Purchasing),BBPRM,T006,UNIT,3,0,Purchasing Document Item,order_price_unit__purchas
EKPO,Purchasing Document Item,BPUMZ,Numerator for Conversion of Order Price Unit into Order Unit,BPUMZ,,DEC,5,0,Purchasing Document Item,numerator_for_conversion_
EKPO,Purchasing Document Item,BPUMN,Denominator for Conv. of Order Price Unit into Order Unit,BPUMN,,DEC,5,0,Purchasing Document Item,denominator_for_conv_of_o
EKPO,Purchasing Document Item,UMREZ,Numerator for Conversion of Order Unit to Base Unit,UMBSZ,,DEC,5,0,Purchasing Document Item,numerator_for_conversion_
EKPO,Purchasing Document Item,UMREN,Denominator for Conversion of Order Unit to Base Unit,UMBSN,,DEC,5,0,Purchasing Document Item,denominator_for_conversio
EKPO,Purchasing Document Item,NETPR,Net Price in Purchasing Document (in Document Currency),BPREI,,CURR,11,2,Purchasing Document Item,net_price_in_purchasing_d
EKPO,Purchasing Document Item,PEINH,Price Unit,EPEIN,,DEC,5,0,Purchasing Document Item,price_unit
EKPO,Purchasing Document Item,NETWR,Net Order Value in PO Currency,BWERT,,CURR,13,2,Purchasing Document Item,net_order_value_in_po_cur
EKPO,Purchasing Document Item,BRTWR,Gross order value in PO currency,BBWERT,,CURR,13,2,Purchasing Document Item,gross_order_value_in_po_c
EKPO,Purchasing Document Item,AGDAT,Deadline for Submission of Bid/Quotation,ANGAB,,DATS,8,0,Purchasing Document Item,deadline_for_submission_o
EKPO,Purchasing Document Item,WEBAZ,Goods Receipt Processing Time in Days,WEBAZ,,DEC,3,0,Purchasing Document Item,goods_receipt_processing_
EKPO,Purchasing Document Item,MWSKZ,Tax on sales/purchases code,MWSKZ,T007A,CHAR,2,0,Purchasing Document Item,tax_on_sales_purchases_co
EKPO,Purchasing Document Item,BONUS,Settlement Group 1 (Purchasing),EBONU,,CHAR,2,0,Purchasing Document Item,settlement_group_1__purch
EKPO,Purchasing Document Item,INSMK,Stock Type,INSMK,,CHAR,1,0,Purchasing Document Item,stock_type
EKPO,Purchasing Document Item,SPINF,Indicator: Update Info Record,SPINF,,CHAR,1,0,Purchasing Document Item,indicator_update_info_rec
EKPO,Purchasing Document Item,PRSDR,Price Printout,PRSDR,,CHAR,1,0,Purchasing Document Item,price_printout
EKPO,Purchasing Document Item,SCHPR,Indicator: Estimated Price,SCHPR,,CHAR,1,0,Purchasing Document Item,indicator_estimated_price
EKPO,Purchasing Document Item,MAHNZ,Number of Reminders/Expediters,MAHNZ,,DEC,3,0,Purchasing Document Item,number_of_reminders_exped
EKPO,Purchasing Document Item,MAHN1,Number of Days for First Reminder/Expediter,MAHN1,,DEC,3,0,Purchasing Document Item,number_of_days_for_first_
EKPO,Purchasing Document Item,MAHN2,Number of Days for Second Reminder/Expediter,MAHN2,,DEC,3,0,Purchasing Document Item,number_of_days_for_second
EKPO,Purchasing Document Item,MAHN3,Number of Days for Third Reminder/Expediter,MAHN3,,DEC,3,0,Purchasing Document Item,number_of_days_for_third_
EKPO,Purchasing Document Item,UEBTO,Overdelivery Tolerance Limit,UEBTO,,DEC,3,1,Purchasing Document Item,overdelivery_tolerance_li
EKPO,Purchasing Document Item,UEBTK,Indicator: Unlimited Overdelivery Allowed,UEBTK,,CHAR,1,0,Purchasing Document Item,indicator_unlimited_overd
EKPO,Purchasing Document Item,UNTTO,Underdelivery Tolerance Limit,UNTTO,,DEC,3,1,Purchasing Document Item,underdelivery_tolerance_l
EKPO,Purchasing Document Item,BWTAR,Valuation Type,BWTAR_D,T149D,CHAR,10,0,Purchasing Document Item,valuation_type
EKPO,Purchasing Document Item,BWTTY,Valuation Category,BWTTY_D,T149C,CHAR,1,0,Purchasing Document Item,valuation_category
EKPO,Purchasing Document Item,ABSKZ,Rejection Indicator,ABSKZ,,CHAR,1,0,Purchasing Document Item,rejection_indicator
EKPO,Purchasing Document Item,AGMEM,Internal Comment on Quotation,AGMEM,TMAM,CHAR,3,0,Purchasing Document Item,internal_comment_on_quota
EKPO,Purchasing Document Item,ELIKZ,"""Delivery Completed"" Indicator",ELIKZ,,CHAR,1,0,Purchasing Document Item,"""delivery_completed""_indi"
EKPO,Purchasing Document Item,EREKZ,Final Invoice Indicator,EREKZ,,CHAR,1,0,Purchasing Document Item,final_invoice_indicator
EKPO,Purchasing Document Item,PSTYP,Item Category in Purchasing Document,PSTYP,T163,CHAR,1,0,Purchasing Document Item,item_category_in_purchasi
EKPO,Purchasing Document Item,KNTTP,Account Assignment Category,KNTTP,T163K,CHAR,1,0,Purchasing Document Item,account_assignment_catego
EKPO,Purchasing Document Item,KZVBR,Consumption Posting,KZVBR,,CHAR,1,0,Purchasing Document Item,consumption_posting
EKPO,Purchasing Document Item,VRTKZ,Distribution indicator for multiple account assignment,VRTKZ,,CHAR,1,0,Purchasing Document Item,distribution_indicator_fo
EKPO,Purchasing Document Item,TWRKZ,Partial Invoice Indicator,TWRKZ,,CHAR,1,0,Purchasing Document Item,partial_invoice_indicator
EKPO,Purchasing Document Item,WEPOS,Goods Receipt Indicator,WEPOS,,CHAR,1,0,Purchasing Document Item,goods_receipt_indicator
EKPO,Purchasing Document Item,WEUNB,"Goods Receipt, Non-Valuated",WEUNB,,CHAR,1,0,Purchasing Document Item,"goods_receipt,_non_valuat"
EKPO,Purchasing Document Item,REPOS,Invoice Receipt Indicator,REPOS,,CHAR,1,0,Purchasing Document Item,invoice_receipt_indicator
EKPO,Purchasing Document Item,WEBRE,Indicator: GR-Based Invoice Verification,WEBRE,,CHAR,1,0,Purchasing Document Item,indicator_gr_based_invoic
EKPO,Purchasing Document Item,KZABS,Order Acknowledgment Requirement,KZABS,,CHAR,1,0,Purchasing Document Item,order_acknowledgment_requ
EKPO,Purchasing Document Item,LABNR,Order Acknowledgment Number,LABNR,,CHAR,20,0,Purchasing Document Item,order_acknowledgment_numb
EKPO,Purchasing Document Item,KONNR,Number of Principal Purchase Agreement,KONNR,EKKO,CHAR,10,0,Purchasing Document Item,number_of_principal_purch
EKPO,Purchasing Document Item,KTPNR,Item Number of Principal Purchase Agreement,KTPNR,EKPO,NUMC,5,0,Purchasing Document Item,item_number_of_principal_
EKPO,Purchasing Document Item,ABDAT,Reconciliation Date for Agreed Cumulative Quantity,ABDAT,,DATS,8,0,Purchasing Document Item,reconciliation_date_for_a
EKPO,Purchasing Document Item,ABFTZ,Agreed Cumulative Quantity,ABFTZ,,QUAN,13,3,Purchasing Document Item,agreed_cumulative_quantit
EKPO,Purchasing Document Item,ETFZ1,Firm Zone (Go-Ahead for Production),ETFZ1,,DEC,3,0,Purchasing Document Item,firm_zone__go_ahead_for_p
EKPO,Purchasing Document Item,ETFZ2,Trade-Off Zone (Go-Ahead for Materials Procurement),ETFZ2,,DEC,3,0,Purchasing Document Item,trade_off_zone__go_ahead_
EKPO,Purchasing Document Item,KZSTU,Firm/Trade-Off Zones Binding with Regard to Mat. Planning,MRPRE,,CHAR,1,0,Purchasing Document Item,firm_trade_off_zones_bind
EKPO,Purchasing Document Item,NOTKZ,Exclusion in Outline Agreement Item with Material Class,NOTKZ,,CHAR,1,0,Purchasing Document Item,exclusion_in_outline_agre
EKPO,Purchasing Document Item,LMEIN,Base Unit of Measure,LAGME,T006,UNIT,3,0,Purchasing Document Item,base_unit_of_measure
EKPO,Purchasing Document Item,EVERS,Shipping Instructions,EVERS,T027A,CHAR,2,0,Purchasing Document Item,shipping_instructions
EKPO,Purchasing Document Item,ZWERT,Target Value for Outline Agreement in Document Currency,DZWERT,,CURR,13,2,Purchasing Document Item,target_value_for_outline_
EKPO,Purchasing Document Item,NAVNW,Non-deductible input tax,NAVNW,,CURR,13,2,Purchasing Document Item,non_deductible_input_tax
EKPO,Purchasing Document Item,ABMNG,Standard release order quantity,NORAM,,QUAN,13,3,Purchasing Document Item,standard_release_order_qu
EKPO,Purchasing Document Item,PRDAT,Date of Price Determination,PREDT,,DATS,8,0,Purchasing Document Item,date_of_price_determinati
EKPO,Purchasing Document Item,BSTYP,Purchasing Document Category,BSTYP,,CHAR,1,0,Purchasing Document Item,purchasing_document_categ
EKPO,Purchasing Document Item,EFFWR,Effective value of item,EFFWR,,CURR,13,2,Purchasing Document Item,effective_value_of_item
EKPO,Purchasing Document Item,XOBLR,Item affects commitments,XOBLR,,CHAR,1,0,Purchasing Document Item,item_affects_commitments
EKPO,Purchasing Document Item,KUNNR,Customer,EKUNNR,KNA1,CHAR,10,0,Purchasing Document Item,customer
EKPO,Purchasing Document Item,ADRNR,Manual address number in purchasing document item,ADRNR_MM,ADRC,CHAR,10,0,Purchasing Document Item,manual_address_number_in_
EKPO,Purchasing Document Item,EKKOL,Condition Group with Vendor,EKKOG,,CHAR,4,0,Purchasing Document Item,condition_group_with_vend
EKPO,Purchasing Document Item,SKTOF,Item Does Not Qualify for Cash Discount,ESKTOF,,CHAR,1,0,Purchasing Document Item,item_does_not_qualify_for
EKPO,Purchasing Document Item,STAFO,Update group for statistics update,STAFO,,CHAR,6,0,Purchasing Document Item,update_group_for_statisti
EKPO,Purchasing Document Item,PLIFZ,Planned Delivery Time in Days,EPLIF,,DEC,3,0,Purchasing Document Item,planned_delivery_time_in_
EKPO,Purchasing Document Item,NTGEW,Net Weight,ENTGE,,QUAN,13,3,Purchasing Document Item,net_weight
EKPO,Purchasing Document Item,GEWEI,Unit of Weight,EGEWE,T006,UNIT,3,0,Purchasing Document Item,unit_of_weight
EKPO,Purchasing Document Item,TXJCD,Tax Jurisdiction,TXJCD,TTXJ,CHAR,15,0,Purchasing Document Item,tax_jurisdiction
EKPO,Purchasing Document Item,ETDRK,Indicator: Print-relevant schedule lines exist,ETDRK,,CHAR,1,0,Purchasing Document Item,indicator_print_relevant_
EKPO,Purchasing Document Item,SOBKZ,Special Stock Indicator,SOBKZ,T148,CHAR,1,0,Purchasing Document Item,special_stock_indicator
EKPO,Purchasing Document Item,ARSNR,Settlement reservation number,ARSNR,,NUMC,10,0,Purchasing Document Item,settlement_reservation_nu
EKPO,Purchasing Document Item,ARSPS,Item number of the settlement reservation,ARSPS,,NUMC,4,0,Purchasing Document Item,item_number_of_the_settle
EKPO,Purchasing Document Item,INSNC,Quality inspection indicator cannot be changed,INSNC,,CHAR,1,0,Purchasing Document Item,quality_inspection_indica
EKPO,Purchasing Document Item,SSQSS,Control Key for Quality Management in Procurement,QSSPUR,TQ08,CHAR,8,0,Purchasing Document Item,control_key_for_quality_m
EKPO,Purchasing Document Item,ZGTYP,Certificate Type,QZGTYP,TQ05,CHAR,4,0,Purchasing Document Item,certificate_type
EKPO,Purchasing Document Item,EAN11,International Article Number (EAN/UPC),EAN11,,CHAR,18,0,Purchasing Document Item,international_article_num
EKPO,Purchasing Document Item,BSTAE,Confirmation Control Key,BSTAE,T163L,CHAR,4,0,Purchasing Document Item,confirmation_control_key
EKPO,Purchasing Document Item,REVLV,Revision Level,REVLV,,CHAR,2,0,Purchasing Document Item,revision_level
EKPO,Purchasing Document Item,GEBER,Fund,BP_GEBER,,CHAR,10,0,Purchasing Document Item,fund
EKPO,Purchasing Document Item,FISTL,Funds Center,FISTL,,CHAR,16,0,Purchasing Document Item,funds_center
EKPO,Purchasing Document Item,FIPOS,Commitment Item,FIPOS,FMFPO,CHAR,14,0,Purchasing Document Item,commitment_item
EKPO,Purchasing Document Item,KO_GSBER,Business area reported to the partner,GSBER_GP,,CHAR,4,0,Purchasing Document Item,business_area_reported_to
EKPO,Purchasing Document Item,KO_PARGB,assumed business area of the business partner,PARGB_GP,,CHAR,4,0,Purchasing Document Item,assumed_business_area_of_
EKPO,Purchasing Document Item,KO_PRCTR,Profit Center,PRCTR,CEPC,CHAR,10,0,Purchasing Document Item,profit_center
EKPO,Purchasing Document Item,KO_PPRCTR,Partner Profit Center,PPRCTR,CEPC,CHAR,10,0,Purchasing Document Item,partner_profit_center
EKPO,Purchasing Document Item,MEPRF,Price Determination (Pricing) Date Control,MEPRF,,CHAR,1,0,Purchasing Document Item,price_determination__pric
EKPO,Purchasing Document Item,BRGEW,Gross Weight,BRGEW,,QUAN,13,3,Purchasing Document Item,gross_weight
EKPO,Purchasing Document Item,VOLUM,Volume,VOLUM,,QUAN,13,3,Purchasing Document Item,volume
EKPO,Purchasing Document Item,VOLEH,Volume unit,VOLEH,T006,UNIT,3,0,Purchasing Document Item,volume_unit
EKPO,Purchasing Document Item,INCO1,Incoterms (Part 1),INCO1,TINC,CHAR,3,0,Purchasing Document Item,incoterms__part_1_
EKPO,Purchasing Document Item,INCO2,Incoterms (Part 2),INCO2,,CHAR,28,0,Purchasing Document Item,incoterms__part_2_
EKPO,Purchasing Document Item,VORAB,Advance procurement: project stock,VORAB,,CHAR,1,0,Purchasing Document Item,advance_procurement_proje
EKPO,Purchasing Document Item,KOLIF,Prior Vendor,KOLIF,LFA1,CHAR,10,0,Purchasing Document Item,prior_vendor
EKPO,Purchasing Document Item,LTSNR,Vendor Subrange,LTSNR,WYT1,CHAR,6,0,Purchasing Document Item,vendor_subrange
EKPO,Purchasing Document Item,PACKNO,Package number,PACKNO,ESLH,NUMC,10,0,Purchasing Document Item,package_number
EKPO,Purchasing Document Item,FPLNR,Invoicing plan number,IPLNR,,CHAR,10,0,Purchasing Document Item,invoicing_plan_number
EKPO,Purchasing Document Item,GNETWR,Currently not used,GNETWR,,CURR,13,2,Purchasing Document Item,currently_not_used
EKPO,Purchasing Document Item,STAPO,Item is statistical,STAPO,,CHAR,1,0,Purchasing Document Item,item_is_statistical
EKPO,Purchasing Document Item,UEBPO,Higher-Level Item in Purchasing Documents,UEBPO,EKPO,NUMC,5,0,Purchasing Document Item,higher_level_item_in_purc
EKPO,Purchasing Document Item,LEWED,Latest Possible Goods Receipt,LEWED,,DATS,8,0,Purchasing Document Item,latest_possible_goods_rec
EKPO,Purchasing Document Item,EMLIF,Vendor to be supplied/who is to receive delivery,EMLIF,LFA1,CHAR,10,0,Purchasing Document Item,vendor_to_be_supplied_who
EKPO,Purchasing Document Item,LBLKZ,Subcontracting vendor,LBLKZ,,CHAR,1,0,Purchasing Document Item,subcontracting_vendor
EKPO,Purchasing Document Item,SATNR,Cross-Plant Configurable Material,SATNR,MARA,CHAR,18,0,Purchasing Document Item,cross_plant_configurable_
EKPO,Purchasing Document Item,ATTYP,Material Category,ATTYP,,CHAR,2,0,Purchasing Document Item,material_category
EKPO,Purchasing Document Item,VSART,Shipping type,VERSART,,CHAR,2,0,Purchasing Document Item,shipping_type
EKPO,Purchasing Document Item,HANDOVERLOC,Location for a physical handover of goods,HANDOVER_LOC,,CHAR,10,0,Purchasing Document Item,location_for_a_physical_h
EKPO,Purchasing Document Item,KANBA,Kanban Indicator,KBNKZ,,CHAR,1,0,Purchasing Document Item,kanban_indicator
EKPO,Purchasing Document Item,ADRN2,Number of delivery address,ADRN2,ADRC,CHAR,10,0,Purchasing Document Item,number_of_delivery_addres
EKPO,Purchasing Document Item,CUOBJ,Configuration (internal object number),CUOBJ,,NUMC,18,0,Purchasing Document Item,configuration__internal_o
EKPO,Purchasing Document Item,XERSY,Evaluated Receipt Settlement (ERS),XERSY,,CHAR,1,0,Purchasing Document Item,evaluated_receipt_settlem
EKPO,Purchasing Document Item,EILDT,Start Date for GR-Based Settlement,EILDT,,DATS,8,0,Purchasing Document Item,start_date_for_gr_based_s
EKPO,Purchasing Document Item,DRDAT,Last Transmission,DRDAT,,DATS,8,0,Purchasing Document Item,last_transmission
EKPO,Purchasing Document Item,DRUHR,Time,DRUHR,,TIMS,6,0,Purchasing Document Item,time
EKPO,Purchasing Document Item,DRUNR,Sequential Number,DRUNR,,NUMC,4,0,Purchasing Document Item,sequential_number
EKPO,Purchasing Document Item,AKTNR,Promotion,WAKTION,WAKH,CHAR,10,0,Purchasing Document Item,promotion
EKPO,Purchasing Document Item,ABELN,Allocation Table Number,ABELN,AUKO,CHAR,10,0,Purchasing Document Item,allocation_table_number
EKPO,Purchasing Document Item,ABELP,Item number of allocation table,ABELP,,NUMC,5,0,Purchasing Document Item,item_number_of_allocation
EKPO,Purchasing Document Item,ANZPU,Number of Points,ANZPU,,QUAN,13,3,Purchasing Document Item,number_of_points
EKPO,Purchasing Document Item,PUNEI,Points unit,PUNEI,T006,UNIT,3,0,Purchasing Document Item,points_unit
EKPO,Purchasing Document Item,SAISO,Season Category,SAISO,T6WSP,CHAR,4,0,Purchasing Document Item,season_category
EKPO,Purchasing Document Item,SAISJ,Season Year,SAISJ,,CHAR,4,0,Purchasing Document Item,season_year
EKPO,Purchasing Document Item,EBON2,"Settlement Group 2 (Rebate Settlement, Purchasing)",EBON2,,CHAR,2,0,Purchasing Document Item,settlement_group_2__rebat
EKPO,Purchasing Document Item,EBON3,"Settlement Group 3 (Rebate Settlement, Purchasing)",EBON3,,CHAR,2,0,Purchasing Document Item,settlement_group_3__rebat
EKPO,Purchasing Document Item,EBONF,Item Relevant to Subsequent (Period-End Rebate) Settlement,EBONY,,CHAR,1,0,Purchasing Document Item,item_relevant_to_subseque
EKPO,Purchasing Document Item,MLMAA,Material ledger activated at material level,CK_ML_MAAC,,CHAR,1,0,Purchasing Document Item,material_ledger_activated
EKPO,Purchasing Document Item,MHDRZ,Minimum Remaining Shelf Life,MHDRZ,,DEC,4,0,Purchasing Document Item,minimum_remaining_shelf_l
EKPO,Purchasing Document Item,ANFNR,RFQ Number,ANFNR,EKKO,CHAR,10,0,Purchasing Document Item,rfq_number
EKPO,Purchasing Document Item,ANFPS,Item Number of RFQ,ANFPS,EKPO,NUMC,5,0,Purchasing Document Item,item_number_of_rfq
EKPO,Purchasing Document Item,KZKFG,Origin of Configuration,KZCUH,,CHAR,1,0,Purchasing Document Item,origin_of_configuration
EKPO,Purchasing Document Item,USEQU,Quota arrangement usage,USEQU,TMQ2,CHAR,1,0,Purchasing Document Item,quota_arrangement_usage
EKPO,Purchasing Document Item,UMSOK,Special Stock Indicator for Physical Stock Transfer,UMSOK,,CHAR,1,0,Purchasing Document Item,special_stock_indicator_f
EKPO,Purchasing Document Item,BANFN,Purchase Requisition Number,BANFN,,CHAR,10,0,Purchasing Document Item,purchase_requisition_numb
EKPO,Purchasing Document Item,BNFPO,Item Number of Purchase Requisition,BNFPO,EBAN,NUMC,5,0,Purchasing Document Item,item_number_of_purchase_r
EKPO,Purchasing Document Item,MTART,Material Type,MTART,T134,CHAR,4,0,Purchasing Document Item,material_type
EKPO,Purchasing Document Item,UPTYP,"Subitem Category, Purchasing Document",UPTYP,TMSI1,CHAR,1,0,Purchasing Document Item,"subitem_category,_purchas"
EKPO,Purchasing Document Item,UPVOR,Subitems Exist,UPVOR,,CHAR,1,0,Purchasing Document Item,subitems_exist
EKPO,Purchasing Document Item,KZWI1,Subtotal 1 from pricing procedure for condition,KZWI1,,CURR,13,2,Purchasing Document Item,subtotal_1_from_pricing_p
EKPO,Purchasing Document Item,KZWI2,Subtotal 2 from pricing procedure for condition,KZWI2,,CURR,13,2,Purchasing Document Item,subtotal_2_from_pricing_p
EKPO,Purchasing Document Item,KZWI3,Subtotal 3 from pricing procedure for condition,KZWI3,,CURR,13,2,Purchasing Document Item,subtotal_3_from_pricing_p
EKPO,Purchasing Document Item,KZWI4,Subtotal 4 from pricing procedure for condition,KZWI4,,CURR,13,2,Purchasing Document Item,subtotal_4_from_pricing_p
EKPO,Purchasing Document Item,KZWI5,Subtotal 5 from pricing procedure for condition,KZWI5,,CURR,13,2,Purchasing Document Item,subtotal_5_from_pricing_p
EKPO,Purchasing Document Item,KZWI6,Subtotal 6 from pricing procedure for condition,KZWI6,,CURR,13,2,Purchasing Document Item,subtotal_6_from_pricing_p
EKPO,Purchasing Document Item,SIKGR,Processing key for sub-items,SIKGR,TMSI2,CHAR,3,0,Purchasing Document Item,processing_key_for_sub_it
EKPO,Purchasing Document Item,MFZHI,Maximum Cumulative Material Go-Ahead Quantity,MFZHI,,QUAN,15,3,Purchasing Document Item,maximum_cumulative_materi
EKPO,Purchasing Document Item,FFZHI,Maximum Cumulative Production Go-Ahead Quantity,FFZHI,,QUAN,15,3,Purchasing Document Item,maximum_cumulative_produc
EKPO,Purchasing Document Item,RETPO,Returns Item,RETPO,,CHAR,1,0,Purchasing Document Item,returns_item
